year,site,yield_mg_ha,soilp_h,soilk_ppm,soilp_ppm,om_pct,previous_crop,total_gdd,total_prcp,avg_t2m,gdd_early,gdd_mid,gdd_late,prcp_early,prcp_mid,prcp_late,t2m_s6,t2m_s7,t2m_s8,prev_crop_simple
2022,NYH3,9.744680617,8.0,45.0,15.0,3.5,soybean,1546.13,447.48,17.8378333333333,481.485,843.105,221.54,133.02,235.42,79.04,20.7838888888889,19.6583333333333,13.6866666666667,Soybean
2021,NYH2,12.80334913,8.0,53.0,8.0,3.1,soybean,1520.435,763.58,17.9649281045752,534.2,760.22,226.015,213.84,300.45,249.29,22.7617647058824,18.0976470588235,15.2111111111111,Soybean
2019,NYH1,10.8823397,7.7,65.0,34.0,2.4,soybean,1321.48,544.34,14.0012315789474,614.75,660.06,46.67,194.94,196.41,152.99,17.9068421052632,12.6510526315789,8.98210526315789,Soybean
2015,GAH1,9.783923403,,,,,corn,2128.995,508.9,25.2976047619048,482.75,895.805,750.44,145.35,187.35,176.2,28.5446666666667,27.3392857142857,28.6866666666667,Corn
2018,NYH3,9.344222889,7.7,57.0,23.0,3.6,soybean,1508.92,789.84,14.5571452380952,635.505,833.545,39.87,165.7,422.31,201.83,20.4495238095238,15.615,6.09571428571429,Soybean
2018,MNH1,6.967838939,6.5,161.0,28.0,4.8,soybean,1454.81,713.26,16.4432287581699,643.94,743.225,67.645,280.97,323.39,108.9,20.5288235294118,18.6635294117647,9.96555555555556,Soybean
2017,ILH1,10.87763704,5.9,137.0,27.0,3.2,,1917.37,544.04,21.097931372549,447.49,923.7,546.18,244.5,180.9,118.64,23.26,23.4916666666667,19.4447058823529,Other
2021,NYH2,11.21595478,8.0,53.0,8.0,3.1,soybean,1520.435,763.58,17.9649281045752,534.2,760.22,226.015,213.84,300.45,249.29,22.7617647058824,18.0976470588235,15.2111111111111,Soybean
2017,DEH1,10.05412523,6.0,120.0,87.0,1.6,corn,1642.535,649.33,22.5398956043956,333.25,801.99,507.295,169.92,238.7,240.71,27.2615384615385,26.1864285714286,23.4023076923077,Corn
2014,ILH1,11.20473883,,,,,soybean,1646.435,625.69,20.5182916666667,478.395,715.615,452.425,207.78,202.53,215.38,21.3893333333333,22.112,24.841875,Soybean
2021,IAH2,12.01624256,5.7,284.0,57.0,4.3,soybean,1904.735,425.59,21.5546433823529,450.16,896.04,558.535,105.11,209.67,110.81,25.0635294117647,24.9325,23.7905882352941,Soybean
2018,NCH1,11.98611408,5.6,141.0,56.0,1.3,,2127.13,913.7,25.4400904761905,593.7,888.935,644.495,190.2,376.73,346.77,25.8371428571429,26.2721428571429,25.2414285714286,Other
2022,NYH3,11.92334641,8.0,45.0,15.0,3.5,soybean,1546.13,447.48,17.8378333333333,481.485,843.105,221.54,133.02,235.42,79.04,20.7838888888889,19.6583333333333,13.6866666666667,Soybean
2022,IAH4,10.5449684,5.9,297.0,77.0,4.8,soybean,1732.935,372.72,20.8942916666667,536.49,872.82,323.625,196.03,119.9,56.79,23.5726666666667,23.680625,20.1473333333333,Soybean
2020,NCH1,5.874566749,5.5,182.0,53.0,2.0,wheat/soybean,1779.57,697.28,23.700467032967,356.815,780.375,642.38,200.24,228.94,268.1,26.46,28.0930769230769,27.4584615384615,Soybean
2014,TXH2,3.254566777,,,,,,2453.15,421.81,26.8839191176471,639.715,1048.495,764.94,197.73,122.4,101.68,28.76125,29.721875,30.870625,Other
2023,WIH2,15.62965153,6.5,94.0,48.0,5.2,soybean,1623.225,406.62,16.5903571428571,563.4,892.84,166.985,66.49,235.68,104.45,22.8855,17.8255,13.18,Soybean
2018,ARH2,5.500330837,,,,,corn,2296.15,595.05,25.1127333333333,555.39,1005.445,735.315,202.46,150.09,242.5,28.365625,26.276,26.929375,Corn
2017,GAH1,7.560365735,6.6,95.0,123.0,1.0,corn,2241.45,631.11,24.7849791666667,532.76,956.325,752.365,115.69,348.78,166.64,26.342,26.848125,26.1846666666667,Corn
2021,NCH1,9.054236258,6.15,87.5,62.5,1.2,peanut,2089.41,691.18,23.4574875,451.675,935.05,702.685,150.29,397.8,143.09,26.1346666666667,25.423125,26.7913333333333,Peanut
2021,IAH3,6.229063475,5.9,188.0,63.0,4.1,soybean,1888.33,407.39,21.1821580882353,496.895,910.065,481.37,128.54,200.32,78.53,24.2976470588235,24.89,20.6894117647059,Soybean
2018,WIH2,9.568303467,6.9,201.0,47.0,3.2,soybean,1444.915,801.62,19.0154458333333,463.045,739.42,242.45,191.53,404.96,205.13,23.9493333333333,20.953125,18.6973333333333,Soybean
2017,IAH1,13.64945731,6.1,149.0,23.0,4.8,soybean,1902.08,487.73,20.1242456140351,456.24,951.025,494.815,172.94,159.46,155.33,22.4922222222222,22.3155555555556,20.4694736842105,Soybean
2021,IAH1,9.876492722,6.3,182.0,71.0,5.2,soybean,1920.635,484.76,21.0588823529412,475.185,911.38,534.07,139.73,241.5,103.53,24.3523529411765,25.0064705882353,21.91,Soybean
2015,MOH2,7.856460482,7.1,93.5,38.5,1.8,soybean,1872.315,637.01,22.6405666666667,476.23,863.025,533.06,278.56,311.66,46.79,25.8953333333333,24.784,21.9873333333333,Soybean
2022,MIH1,7.751807126,6.4,110.0,34.0,2.0,soybean,1501.46,407.59,18.2134080882353,479.72,766.41,255.33,135.59,190.77,81.23,20.5623529411765,20.47125,15.8258823529412,Soybean
2020,IAH1,11.21565435,6.2,157.0,30.0,5.1,soybean,1670.29,491.21,20.2759227941176,473.685,877.075,319.53,260.78,82.84,147.59,22.835625,24.479375,18.57,Soybean
2021,INH1,10.52927648,6.9,165.0,25.0,3.9,soybean,1601.92,434.32,22.6216923076923,457.675,664.79,479.455,189.15,127.28,117.89,22.9561538461538,24.7166666666667,25.5830769230769,Soybean
2015,MOH2,5.532653625,7.1,93.5,38.5,1.8,soybean,1872.315,637.01,22.6405666666667,476.23,863.025,533.06,278.56,311.66,46.79,25.8953333333333,24.784,21.9873333333333,Soybean
2022,IAH4,13.29733068,5.9,297.0,77.0,4.8,soybean,1732.935,372.72,20.8942916666667,536.49,872.82,323.625,196.03,119.9,56.79,23.5726666666667,23.680625,20.1473333333333,Soybean
2022,NEH2,5.377306206,,,,,wheat,1832.47,222.23,23.6748857142857,477.115,842.005,513.35,70.34,109.38,42.51,25.7453333333333,25.8628571428571,25.9913333333333,Wheat
2018,KSH1,9.435236009,,,,,sorghum,2107.045,561.52,24.9135791666667,657.21,915.59,534.245,117.44,272.18,171.9,25.8686666666667,24.4686666666667,25.7066666666667,Sorghum
2019,WIH1,12.62405198,7.4,322.0,130.0,4.9,soybean,1407.835,778.23,17.7314742647059,384.395,743.185,280.255,226.13,235.68,316.42,21.080625,18.1852941176471,19.6152941176471,Soybean
2022,GAH2,5.705581115,6.1,149.0,45.0,2.6,soybeans with fall cereal rye cover,2289.86,440.71,25.3032022058824,547.3,1006.845,735.715,85.79,193.46,161.46,28.03,28.34875,26.4325,Soybean
2016,OHH1,9.507803324,5.4,165.0,28.0,3.7,soybean,1734.37,307.22,22.5010666666667,502.29,816.365,415.715,85.64,136.08,85.5,25.3807142857143,23.84,22.5457142857143,Soybean
2016,ILH1,9.737215878,6.0,120.0,12.0,3.7,soybean,1883.655,631.28,21.3133345588235,404.57,931.255,547.83,180.33,316.45,134.5,25.51625,24.6229411764706,22.488125,Soybean
2022,WIH2,9.668104061,6.8,152.0,56.0,3.9,soybean,1458.71,602.17,15.7396763157895,585.59,752.71,120.41,221.0,272.96,108.21,19.6426315789474,14.6405263157895,8.28894736842105,Soybean
2019,IAH3,14.08337294,6.1,186.0,45.0,4.1,soybean,1613.9,700.68,18.6488594771242,412.81,851.505,349.585,283.31,161.03,256.34,22.24,19.68,21.6033333333333,Soybean
2020,NCH1,3.892600399,5.5,182.0,53.0,2.0,wheat/soybean,1779.57,697.28,23.700467032967,356.815,780.375,642.38,200.24,228.94,268.1,26.46,28.0930769230769,27.4584615384615,Soybean
2016,IAH4,7.497502609,6.7,209.0,31.0,,soybean,1789.88,652.69,19.9544052287582,420.62,900.795,468.465,170.15,305.15,177.39,23.5405882352941,22.92,21.3205555555556,Soybean
2020,TXH2,7.033252201,8.0,538.0,37.0,2.8,,1894.545,372.12,24.3183333333333,404.565,764.19,725.79,152.42,134.81,84.89,24.3692857142857,28.6185714285714,27.0021428571429,Other
2022,NCH1,9.522483069,6.0,108.0,34.0,1.3,peanut,2149.605,481.51,25.324119047619,529.87,923.155,696.58,109.11,214.95,157.45,27.4086666666667,28.925,27.106,Peanut
2022,ILH1,11.99176317,,,,,soybean,1770.25,409.0,22.2404619047619,493.02,804.66,472.57,77.86,225.26,105.88,25.0626666666667,23.1492857142857,23.182,Soybean
2017,ARH1,4.120697472,,,,,corn,2064.835,610.31,24.7224761904762,491.145,912.97,660.72,219.71,209.19,181.41,27.764,29.9421428571429,26.9493333333333,Corn
2020,SCH1,1.493669344,6.4,106.0,50.0,4.17,soybean,1898.085,573.21,24.5908131868132,480.825,850.27,566.99,170.65,199.83,202.73,28.3435714285714,27.8092307692308,25.4107142857143,Soybean
2020,SCH1,5.479281388,6.4,106.0,50.0,4.17,soybean,1898.085,573.21,24.5908131868132,480.825,850.27,566.99,170.65,199.83,202.73,28.3435714285714,27.8092307692308,25.4107142857143,Soybean
2019,TXH3,8.05868115,8.3,162.0,12.0,1.1,,2171.215,502.03,25.1392416666667,423.05,949.715,798.45,236.15,236.97,28.91,26.8313333333333,27.178125,29.394,Other
2023,MOH2,7.260892643,7.4,148.0,63.0,2.3,soybean,2092.41,371.85,23.6398419117647,596.965,975.81,519.635,84.91,249.93,37.01,25.144375,25.205625,22.0125,Soybean
2016,MIH1,12.16712606,5.7,181.0,31.0,3.0,soybean,1607.265,553.06,18.5631111111111,572.53,835.8,198.935,86.35,313.68,153.03,20.4217647058824,19.5222222222222,14.5805882352941,Soybean
2014,MOH2,8.818138483,,,,,soybean,2015.47,705.32,19.9940894736842,674.215,1019.72,321.535,205.11,277.75,222.46,26.4831578947368,20.8878947368421,18.5410526315789,Soybean
2021,IAH4,11.32956426,5.9,239.0,52.0,3.0,soybean,2015.555,490.76,20.4289473684211,549.255,1056.04,410.26,120.52,214.41,155.83,24.7321052631579,23.9136842105263,20.1278947368421,Soybean
2015,IAH4,9.843747388,6.4,95.0,42.0,4.4,soybean,1557.01,694.08,20.37445,372.955,734.895,449.16,197.87,283.51,212.7,24.0386666666667,23.024,19.078,Soybean
2015,IAH1,8.90589199,5.3,118.0,34.0,3.2,soybean,1694.37,629.15,20.4999448529412,441.825,787.805,464.74,225.98,287.75,115.42,23.543125,22.1625,22.33625,Soybean
2018,WIH2,9.865822219,6.9,201.0,47.0,3.2,soybean,1444.915,801.62,19.0154458333333,463.045,739.42,242.45,191.53,404.96,205.13,23.9493333333333,20.953125,18.6973333333333,Soybean
2014,MOH1,8.126481013,,,,,soybean,1927.48,693.81,21.4755514705882,574.695,952.62,400.165,191.94,202.54,299.33,24.22375,27.62,19.2111764705882,Soybean
2021,IAH3,12.58680067,5.9,188.0,63.0,4.1,soybean,1888.33,407.39,21.1821580882353,496.895,910.065,481.37,128.54,200.32,78.53,24.2976470588235,24.89,20.6894117647059,Soybean
2023,NCH1,6.243577727,5.6,98.0,91.0,0.8,wheat,2125.91,575.4,24.0668708333333,448.755,949.01,728.145,152.33,228.99,194.08,27.63,27.3533333333333,28.586875,Wheat
2019,IAH4,12.56474956,6.3,177.0,42.0,4.5,soybean,1469.84,486.51,20.4686648351648,487.205,657.045,325.59,133.63,127.82,225.06,21.7961538461538,19.9,22.4369230769231,Soybean
2016,ONH1,13.89509813,7.2,162.0,98.0,2.8,wheat,1493.235,310.37,18.4651985294118,301.41,794.755,397.07,79.96,149.82,80.59,23.448125,22.628125,20.5335294117647,Wheat
2018,IAH4,11.69110603,,,,,soybean,1744.95,740.24,20.2076617647059,638.125,847.03,259.795,275.17,297.2,167.87,23.5025,22.285625,19.7964705882353,Soybean
2018,NYH2,9.395692378,7.1,59.0,21.0,3.2,soybean,1508.92,789.84,14.5571452380952,635.505,833.545,39.87,165.7,422.31,201.83,20.4495238095238,15.615,6.09571428571429,Soybean
2020,TXH2,5.429491023,8.0,538.0,37.0,2.8,,1894.545,372.12,24.3183333333333,404.565,764.19,725.79,152.42,134.81,84.89,24.3692857142857,28.6185714285714,27.0021428571429,Other
2021,TXH3,1.956468244,8.0,411.0,14.0,2.6,corn,2395.56,634.9,25.8290375,578.825,1011.565,805.17,278.35,286.84,69.71,26.466,27.32625,28.70125,Corn
2023,DEH1,6.782333807,6.2,192.0,205.0,1.5,soybean,1873.365,522.14,22.8496047619048,399.0,893.72,580.645,138.13,230.53,153.48,25.3933333333333,26.4321428571429,24.322,Soybean
2021,GAH1,9.439629746,,,,,corn,1919.615,619.92,23.4052476190476,388.715,821.445,709.455,146.15,210.98,262.79,27.2021428571429,25.4713333333333,26.1121428571429,Corn
2020,WIH2,6.335715879,6.7,183.0,68.0,4.7,soybean,1359.655,654.25,17.1582794117647,436.535,755.165,167.955,234.25,247.57,172.43,21.3475,20.2652941176471,14.2064705882353,Soybean
2019,ONH2,9.510206986,,,,,soybean,1322.255,429.39,17.381825,578.29,655.295,88.67,125.1,195.32,108.97,19.596,19.3213333333333,12.690625,Soybean
2021,WIH2,12.64391925,6.8,152.0,64.0,4.5,soybean,1561.51,450.9,18.8113419117647,529.185,760.17,272.155,153.43,217.16,80.31,23.0788235294118,18.613125,17.59,Soybean
2016,OHH1,5.650766123,5.4,165.0,28.0,3.7,soybean,1734.37,307.22,22.5010666666667,502.29,816.365,415.715,85.64,136.08,85.5,25.3807142857143,23.84,22.5457142857143,Soybean
2020,GAH2,8.750662979,6.3,109.0,16.0,2.7,soybean,2134.47,516.99,24.4567875,551.705,1003.25,579.515,103.32,212.66,201.01,28.768,27.375,26.6973333333333,Soybean
2023,SCH1,4.650174627,,,,,Soybeans,1907.505,467.38,24.629010989011,450.9,828.345,628.26,135.92,216.4,115.06,27.835,27.0984615384615,27.3142857142857,Soybean
2023,INH1,14.30212803,7.0,160.0,32.0,4.2,soybean,1798.805,400.25,20.7009080882353,459.11,889.625,450.07,61.76,249.74,88.75,23.891875,23.3170588235294,21.395625,Soybean
2020,NCH1,5.481311119,5.5,182.0,53.0,2.0,wheat/soybean,1779.57,697.28,23.700467032967,356.815,780.375,642.38,200.24,228.94,268.1,26.46,28.0930769230769,27.4584615384615,Soybean
2020,MNH1,11.2901119,6.6,200.0,54.0,3.4,soybean,1458.03,539.12,16.9278725490196,528.62,725.84,203.57,250.49,236.08,52.55,22.6770588235294,15.5088235294118,15.3311111111111,Soybean
2016,IAH4,8.835842562,6.7,209.0,31.0,,soybean,1789.88,652.69,19.9544052287582,420.62,900.795,468.465,170.15,305.15,177.39,23.5405882352941,22.92,21.3205555555556,Soybean
2014,IAH4,11.5967198,,,,,soybean,1508.435,688.19,18.8466507352941,528.93,738.855,240.65,298.97,265.97,123.25,22.759375,20.58,14.695,Soybean
2020,MNH1,10.96868041,6.6,200.0,54.0,3.4,soybean,1458.03,539.12,16.9278725490196,528.62,725.84,203.57,250.49,236.08,52.55,22.6770588235294,15.5088235294118,15.3311111111111,Soybean
2019,DEH1,8.021577757,6.6,125.0,136.0,2.4,soybean,1752.98,411.64,24.3814487179487,398.53,789.33,565.12,129.17,180.77,101.7,28.5091666666667,26.0261538461538,26.4825,Soybean
2022,MIH1,10.12254198,6.4,110.0,34.0,2.0,soybean,1501.46,407.59,18.2134080882353,479.72,766.41,255.33,135.59,190.77,81.23,20.5623529411765,20.47125,15.8258823529412,Soybean
2015,NCH1,8.472505181,,,,,wheat/double crop soybean,2006.8,521.23,24.8060285714286,460.315,908.61,637.875,167.83,178.41,174.99,28.2364285714286,27.3642857142857,26.3335714285714,Soybean
2018,KSH1,14.21750471,,,,,sorghum,2107.045,561.52,24.9135791666667,657.21,915.59,534.245,117.44,272.18,171.9,25.8686666666667,24.4686666666667,25.7066666666667,Sorghum
2020,INH1,6.036317306,6.6,105.0,15.0,2.9,soybean,1650.835,392.42,21.6063047619048,427.01,763.11,460.715,134.72,205.15,52.55,22.5292857142857,22.9571428571429,24.2714285714286,Soybean
2020,NCH1,5.813039577,5.5,182.0,53.0,2.0,wheat/soybean,1779.57,697.28,23.700467032967,356.815,780.375,642.38,200.24,228.94,268.1,26.46,28.0930769230769,27.4584615384615,Soybean
2021,MIH1,11.96916681,7.0,106.0,58.0,2.4,soybean,1653.17,620.43,19.9602316176471,497.08,774.77,381.32,232.06,204.99,183.38,22.554375,23.446875,19.795625,Soybean
2014,TXH2,5.088574926,,,,,,2453.15,421.81,26.8839191176471,639.715,1048.495,764.94,197.73,122.4,101.68,28.76125,29.721875,30.870625,Other
2020,WIH2,12.45198251,6.7,183.0,68.0,4.7,soybean,1359.655,654.25,17.1582794117647,436.535,755.165,167.955,234.25,247.57,172.43,21.3475,20.2652941176471,14.2064705882353,Soybean
2014,NEH1,2.533929764,,,,,soybean,1681.305,629.12,20.346875,540.82,841.15,299.335,243.1,224.1,161.92,23.86125,24.1125,16.24875,Soybean
2020,NEH1,10.48849907,5.3,419.0,9.0,3.9,soybean/pumpkin,1827.015,384.86,20.2048006535948,595.245,939.455,292.315,192.78,155.67,36.41,24.9882352941176,23.6223529411765,17.2294117647059,Soybean
2015,NYH1,8.22050641,,,,,,,,,,,,,,,,,,Other
2022,NEH3,15.12449753,,,,,sorghum,1937.885,186.2,22.4255625,558.015,959.635,420.235,66.61,82.72,36.87,26.2270588235294,26.134375,22.0958823529412,Sorghum
2018,ILH1,8.992723942,,,,,soybean,1823.6,486.64,23.3132857142857,528.14,761.405,534.055,154.95,188.55,143.14,22.425,24.2857142857143,23.6571428571429,Soybean
2019,MNH1,13.50342424,6.3,262.0,69.0,5.2,soybean,1255.995,655.33,15.0716470588235,568.945,628.445,58.605,263.48,245.81,146.04,17.9317647058824,18.0535294117647,8.90411764705882,Soybean
2014,NEH1,8.964953272,,,,,soybean,1681.305,629.12,20.346875,540.82,841.15,299.335,243.1,224.1,161.92,23.86125,24.1125,16.24875,Soybean
2020,NEH1,5.814367206,5.3,419.0,9.0,3.9,soybean/pumpkin,1827.015,384.86,20.2048006535948,595.245,939.455,292.315,192.78,155.67,36.41,24.9882352941176,23.6223529411765,17.2294117647059,Soybean
2019,TXH2,10.22643025,8.4,172.0,11.0,1.1,,2121.795,432.34,24.795425,421.87,914.615,785.31,206.03,198.2,28.11,26.2006666666667,27.0025,29.178,Other
2019,NYH1,8.248544264,7.7,65.0,34.0,2.4,soybean,1321.48,544.34,14.0012315789474,614.75,660.06,46.67,194.94,196.41,152.99,17.9068421052632,12.6510526315789,8.98210526315789,Soybean
2020,WIH3,15.06052799,5.3,72.0,93.0,1.0,,1312.035,576.79,16.3825032679739,522.57,648.325,141.14,246.63,205.05,125.11,21.3276470588235,14.7258823529412,12.3323529411765,Other
2019,INH1,15.05739677,6.6,171.0,14.0,3.1,soybean,1533.16,366.3,21.945282051282,466.6,647.535,419.025,137.24,134.8,94.26,23.5066666666667,20.7407692307692,21.9038461538462,Soybean
2019,MOH1,11.88393504,7.0,143.0,25.0,3.0,soybean,1924.32,630.55,23.4584714285714,512.125,867.45,544.745,238.25,212.07,180.23,25.32,25.3764285714286,22.802,Soybean
2020,MIH1,9.116288811,6.3,143.0,26.0,1.8,soybean,1407.04,450.83,18.407875,493.06,708.765,205.215,177.77,173.97,99.09,22.4453333333333,19.46625,15.6493333333333,Soybean
2019,NCH1,11.78728503,,,,,soybean,2210.805,527.26,25.7809476190476,628.695,940.97,641.14,143.34,250.84,133.08,26.624,27.485,24.9026666666667,Soybean
2016,IAH2,9.660851552,5.9,159.0,42.0,,soybean,1695.22,656.65,19.6703529411765,370.655,863.03,461.535,193.74,248.49,214.42,24.1788235294118,22.4488235294118,21.5129411764706,Soybean
2020,TXH1,8.604438935,8.1,285.0,39.0,1.6,,2178.885,487.45,25.0496333333333,492.835,882.15,803.9,144.0,283.96,59.49,27.0766666666667,27.4433333333333,28.525625,Other
2014,NYH1,8.481210731,,,,,corn,1236.18,546.05,13.9136447368421,547.94,615.945,72.295,185.88,226.74,133.43,16.1836842105263,13.8675,10.6426315789474,Corn
2014,ILH1,10.97741497,,,,,soybean,1646.435,625.69,20.5182916666667,478.395,715.615,452.425,207.78,202.53,215.38,21.3893333333333,22.112,24.841875,Soybean
2023,INH1,13.92826694,7.0,160.0,32.0,4.2,soybean,1798.805,400.25,20.7009080882353,459.11,889.625,450.07,61.76,249.74,88.75,23.891875,23.3170588235294,21.395625,Soybean
2019,IAH4,9.956112428,6.3,177.0,42.0,4.5,soybean,1469.84,486.51,20.4686648351648,487.205,657.045,325.59,133.63,127.82,225.06,21.7961538461538,19.9,22.4369230769231,Soybean
2015,INH1,7.169507455,6.1,86.0,14.0,2.9,soybean,1585.32,595.35,20.1997291666667,471.155,705.125,409.04,325.43,197.88,72.04,22.0326666666667,20.384,21.836875,Soybean
2023,MOH1,8.991178891,7.0,136.0,28.0,3.1,soybean,2053.595,381.48,22.5107095588235,697.785,934.75,421.06,70.75,228.83,81.9,25.280625,21.7847058823529,23.2835294117647,Soybean
2018,TXH1,8.637458936,,,,,,2243.77,366.77,25.3308161764706,426.47,987.565,829.735,161.32,119.28,86.17,30.049375,29.0325,28.99,Other
2021,IAH4,8.816974469,5.9,239.0,52.0,3.0,soybean,2015.555,490.76,20.4289473684211,549.255,1056.04,410.26,120.52,214.41,155.83,24.7321052631579,23.9136842105263,20.1278947368421,Soybean
2019,NYH2,13.36243357,7.8,75.0,10.0,3.6,soybean,1396.565,582.62,14.2334904761905,590.29,747.63,58.645,218.29,209.43,154.9,17.7095,14.9805,9.8935,Soybean
2017,IAH4,9.396947731,6.1,106.0,11.0,4.6,soybean,1788.85,461.56,21.0550367647059,476.78,864.635,447.435,141.47,148.75,171.34,22.57125,21.8747058823529,20.878125,Soybean
2015,NEH3,7.002995958,6.4,455.0,27.0,2.0,Winter wheat,1637.335,331.19,16.9658888888889,750.67,775.545,111.12,162.98,90.89,77.32,20.2952631578947,14.7166666666667,10.7031578947368,Wheat
2015,NYH3,8.262240231,7.8,49.0,21.0,2.4,Fallow most of 2014 winter planted in fall of 2014 then sprayed with Glystar 24 floz/a on 5/3/15  and killed spring of 2015 spray,1408.705,588.75,16.8255,485.315,774.4,148.99,268.52,143.64,176.59,21.1627777777778,18.4427777777778,12.7883333333333,Fallow
2021,IAH1,9.710786076,6.3,182.0,71.0,5.2,soybean,1920.635,484.76,21.0588823529412,475.185,911.38,534.07,139.73,241.5,103.53,24.3523529411765,25.0064705882353,21.91,Soybean
2020,DEH1,5.134657858,6.1,117.0,108.0,1.5,soybean,1737.71,536.55,24.1370128205128,396.455,809.835,531.42,68.17,276.11,192.27,28.1438461538462,26.67,24.3892307692308,Soybean
2016,INH1,8.788630354,6.0,123.0,6.0,2.8,soybean,1707.215,528.37,22.2911619047619,487.265,769.94,450.01,124.49,270.96,132.92,25.4164285714286,23.4921428571429,22.9457142857143,Soybean
2022,INH1,9.805565256,6.9,160.0,23.0,3.6,corn,1719.02,348.05,21.9506333333333,461.71,796.58,460.73,104.46,151.21,92.38,25.1986666666667,22.9464285714286,23.4773333333333,Corn
2016,IAH1,6.771968034,6.8,215.0,110.0,,soybean,1770.625,621.12,20.8214522058824,342.39,884.64,543.595,138.41,337.54,145.17,24.741875,24.0825,22.68375,Soybean
2016,WIH1,10.62693671,7.0,130.0,49.0,3.1,soybean,1514.275,650.17,19.3395333333333,396.82,752.27,365.185,171.6,308.85,169.72,22.8653333333333,21.485,20.015625,Soybean
2019,IAH4,11.64705633,6.3,177.0,42.0,4.5,soybean,1469.84,486.51,20.4686648351648,487.205,657.045,325.59,133.63,127.82,225.06,21.7961538461538,19.9,22.4369230769231,Soybean
2017,NYH3,8.483678147,7.9,55.0,13.0,3.1,wheat,1425.29,627.74,15.8858868421053,509.075,739.975,176.24,242.01,175.6,210.13,15.8773684210526,20.0373684210526,14.74,Wheat
2017,GAH1,9.610985482,6.6,95.0,123.0,1.0,corn,2241.45,631.11,24.7849791666667,532.76,956.325,752.365,115.69,348.78,166.64,26.342,26.848125,26.1846666666667,Corn
2015,DEH1,10.83412004,,,,,Lima beans followed by rye cover crop,1822.49,458.55,23.2834230769231,390.315,824.605,607.57,114.18,229.18,115.19,25.2892307692308,26.2042857142857,24.7071428571429,Rye
2015,ONH1,9.323237322,,,,,wheat,1342.15,401.48,17.3254448529412,318.415,642.6,381.135,145.72,161.92,93.84,21.565625,20.4611764705882,20.8011764705882,Wheat
2022,TXH3,7.112204578,8.1,190.0,7.0,2.6,corn,2347.71,233.42,29.0144428571429,596.365,967.06,784.285,83.15,70.0,80.27,32.2914285714286,33.2742857142857,32.83,Corn
2021,WIH2,14.18486552,6.8,152.0,64.0,4.5,soybean,1561.51,450.9,18.8113419117647,529.185,760.17,272.155,153.43,217.16,80.31,23.0788235294118,18.613125,17.59,Soybean
2016,IAH4,11.85483556,6.7,209.0,31.0,,soybean,1789.88,652.69,19.9544052287582,420.62,900.795,468.465,170.15,305.15,177.39,23.5405882352941,22.92,21.3205555555556,Soybean
2017,NYH2,5.439446198,7.8,53.0,13.0,3.2,soybean,1425.29,627.74,15.8858868421053,509.075,739.975,176.24,242.01,175.6,210.13,15.8773684210526,20.0373684210526,14.74,Soybean
2023,WIH2,14.81884492,6.5,94.0,48.0,5.2,soybean,1623.225,406.62,16.5903571428571,563.4,892.84,166.985,66.49,235.68,104.45,22.8855,17.8255,13.18,Soybean
2020,MOH1,7.97634763,6.1,100.0,21.0,2.4,soybean,1718.23,475.68,21.9763333333333,605.205,787.655,325.37,172.86,231.72,71.1,24.4042857142857,23.4228571428571,18.375,Soybean
2022,MIH1,9.616006896,6.4,110.0,34.0,2.0,soybean,1501.46,407.59,18.2134080882353,479.72,766.41,255.33,135.59,190.77,81.23,20.5623529411765,20.47125,15.8258823529412,Soybean
2019,IAH1,11.84129348,6.3,177.0,54.0,5.3,soybean,1489.915,455.57,18.7947333333333,586.8,721.725,181.39,119.77,162.89,172.91,19.774,22.4406666666667,18.252,Soybean
2016,INH1,6.569870188,6.0,123.0,6.0,2.8,soybean,1707.215,528.37,22.2911619047619,487.265,769.94,450.01,124.49,270.96,132.92,25.4164285714286,23.4921428571429,22.9457142857143,Soybean
2014,IAH4,11.40414175,,,,,soybean,1508.435,688.19,18.8466507352941,528.93,738.855,240.65,298.97,265.97,123.25,22.759375,20.58,14.695,Soybean
2021,IAH4,9.887163226,5.9,239.0,52.0,3.0,soybean,2015.555,490.76,20.4289473684211,549.255,1056.04,410.26,120.52,214.41,155.83,24.7321052631579,23.9136842105263,20.1278947368421,Soybean
2018,MNH1,7.886129937,6.5,161.0,28.0,4.8,soybean,1454.81,713.26,16.4432287581699,643.94,743.225,67.645,280.97,323.39,108.9,20.5288235294118,18.6635294117647,9.96555555555556,Soybean
2021,IAH1,11.28248851,6.3,182.0,71.0,5.2,soybean,1920.635,484.76,21.0588823529412,475.185,911.38,534.07,139.73,241.5,103.53,24.3523529411765,25.0064705882353,21.91,Soybean
2018,NYH2,10.97869299,7.1,59.0,21.0,3.2,soybean,1508.92,789.84,14.5571452380952,635.505,833.545,39.87,165.7,422.31,201.83,20.4495238095238,15.615,6.09571428571429,Soybean
2018,ARH1,6.536625053,,,,,corn,2004.74,367.18,26.6172307692308,510.415,866.245,628.08,122.05,133.95,111.18,28.6853846153846,29.7438461538462,27.4530769230769,Corn
2019,TXH1,9.474219172,8.3,91.0,5.0,0.6,,2224.655,503.6,25.2526041666667,434.61,970.86,819.185,236.16,236.96,30.48,27.0713333333333,27.190625,29.5446666666667,Other
